query,subject,pid,alnlen,mismatch,gapopen,qstart,qend,sstart,send,eval,bitscore,ncbiID,taxa
903fb63ef1f7955ad8019f947454a536,MG423465.1,99,200,2,0,2,201,1,200,2.24e-95,359,59463,Myotis lucifugus
a7c37b2d66e8b9a386cfa3758d1963d3,GU723229.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,GU723230.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382104.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382105.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382107.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382109.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382110.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382114.1,98.883,179,2,0,41,219,1,179,1.06e-83,320,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382115.1,98.883,179,2,0,41,219,1,179,1.06e-83,320,385036,Myotis sodalis
a7c37b2d66e8b9a386cfa3758d1963d3,KM382116.1,98.883,179,2,0,41,219,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,GU723229.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,GU723230.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382104.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382105.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382107.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382109.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382110.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382114.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382115.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
ae2993d4ac52292268468ed35dcf7eb9,KM382116.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
b2eadd73935415ff0685e44792ce092f,GU723163.1,98.99,198,2,0,1,198,1,198,2.9e-94,355,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,GU723164.1,98.485,198,3,0,1,198,1,198,1.35e-92,350,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,GU723246.1,98.901,182,2,0,17,198,1,182,2.27e-85,326,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,GU723247.1,98.352,182,3,0,17,198,1,182,1.06e-83,320,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,GU723248.1,97.802,182,4,0,17,198,1,182,4.92e-82,315,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,KJ642022.1,98.99,198,2,0,1,198,12,209,2.9e-94,355,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,KJ642023.1,98.99,198,2,0,1,198,12,209,2.9e-94,355,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,KJ642024.1,98.99,198,2,0,1,198,12,209,2.9e-94,355,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,KJ642025.1,98.99,198,2,0,1,198,12,209,2.9e-94,355,27670,Nycticeius humeralis
b2eadd73935415ff0685e44792ce092f,MH403778.1,87.31,197,25,0,8,204,1440,1636,2.37e-55,226,52099,Desmognathus conanti
b6d8cd13dd3c7ae8add173947e4453f0,GU723229.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,GU723230.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382104.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382105.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382107.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382109.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382110.1,99.394,165,1,0,17,181,1,165,1.38e-77,300,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382114.1,98.788,165,2,0,17,181,1,165,6.41e-76,294,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382115.1,98.788,165,2,0,17,181,1,165,6.41e-76,294,385036,Myotis sodalis
b6d8cd13dd3c7ae8add173947e4453f0,KM382116.1,98.788,165,2,0,17,181,1,165,6.41e-76,294,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,GU723229.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,GU723230.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382104.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382105.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382107.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382109.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382110.1,100,165,0,0,40,204,1,165,2.96e-79,305,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382114.1,99.394,165,1,0,40,204,1,165,1.38e-77,300,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382115.1,99.394,165,1,0,40,204,1,165,1.38e-77,300,385036,Myotis sodalis
b9a9956977c44086734fc2bc0f6299cc,KM382116.1,99.394,165,1,0,40,204,1,165,1.38e-77,300,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,GU723229.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,GU723230.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382104.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382105.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382107.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382109.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382110.1,100,165,0,0,41,205,1,165,2.96e-79,305,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382114.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382115.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
d66c2088d96990c82661d45787882c39,KM382116.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,GU723231.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382104.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382105.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382106.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382107.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382109.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382110.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382112.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382114.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
dceac37f9e3066ac6ce0be9db7ead2c2,KM382115.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,GU723229.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,GU723230.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382104.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382105.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382107.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382109.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382110.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382114.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382115.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
e182e22a332dbbdf01d9778be41878b4,KM382116.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,GU723229.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,GU723230.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382104.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382105.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382107.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382109.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382110.1,99.441,179,1,0,17,195,1,179,2.27e-85,326,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382114.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382115.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
e79b4f4c058c2967f91e58605c5af1dd,KM382116.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,GU723229.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,GU723230.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382104.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382105.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382107.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382109.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382110.1,99.394,165,1,0,41,205,1,165,1.38e-77,300,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382114.1,98.788,165,2,0,41,205,1,165,6.41e-76,294,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382115.1,98.788,165,2,0,41,205,1,165,6.41e-76,294,385036,Myotis sodalis
ee40ff458b284cc054ae051e66e01003,KM382116.1,98.788,165,2,0,41,205,1,165,6.41e-76,294,385036,Myotis sodalis
f05866451ab0920cd0cc67b4b45fd5a0,KR035103.1,100,181,0,0,1,181,1,181,3.78e-88,335,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF931215.1,100,156,0,0,26,181,1,156,2.98e-74,289,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF931809.1,100,156,0,0,26,181,1,156,2.98e-74,289,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF931968.1,100,150,0,0,32,181,1,150,6.45e-71,278,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF933065.1,100,171,0,0,11,181,1,171,1.37e-82,316,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF933555.1,100,150,0,0,32,181,1,150,6.45e-71,278,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF933578.1,100,171,0,0,11,181,1,171,1.37e-82,316,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF936758.1,100,171,0,0,11,181,1,171,1.37e-82,316,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF938030.1,100,144,0,0,38,181,1,144,1.4e-67,267,1656509,Hyaliodes vitripennis
f05866451ab0920cd0cc67b4b45fd5a0,MF938904.1,100,165,0,0,17,181,1,165,2.96e-79,305,1656509,Hyaliodes vitripennis
f0bdac06d2f25a275832c13091d4d234,GU723231.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382104.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382105.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382106.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382107.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382109.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382110.1,98.324,179,3,0,17,195,1,179,4.92e-82,315,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382112.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382114.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
f0bdac06d2f25a275832c13091d4d234,KM382115.1,98.883,179,2,0,17,195,1,179,1.06e-83,320,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,GU723229.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,GU723230.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382104.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382105.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382107.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382109.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382110.1,99.441,179,1,0,41,219,1,179,2.27e-85,326,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382114.1,98.883,179,2,0,41,219,1,179,1.06e-83,320,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382115.1,98.883,179,2,0,41,219,1,179,1.06e-83,320,385036,Myotis sodalis
fadd0fc823a890f67b4e36bd5f715810,KM382116.1,98.883,179,2,0,41,219,1,179,1.06e-83,320,385036,Myotis sodalis
