FeatureID,Class,Order,Family,Genus,Species,Classifier
3166e5463f687b567f643168cb45380f,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,sklearn
92e807f319442dd87ddae1a3f7725e65,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,VSEARCH
7c4047bf6a2a7e159e7cb68c5307471f,Insecta,Coleoptera,Pyrochroidae,Dendroides,NA,sklearn
c4afba60302c265bd32b9ef5846b7377,Insecta,Coleoptera,Scarabaeidae,Labarrus,Labarrus cincticulus,sklearn
3d9c6f47cfa39e7012b95db93d4dd2ea,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga hirticula,sklearn
29d8106a35d6dbda9d9a46833d73497a,Insecta,Coleoptera,Scirtidae,Contacyphon,Contacyphon variabilis,VSEARCH
8c64ab1a90837ca345c8a91f65c59888,Insecta,Coleoptera,Scirtidae,Contacyphon,NA,VSEARCH
a37ab388097defb37465d33237c4e019,Insecta,Coleoptera,Scirtidae,Sacodes,Sacodes thoracica,VSEARCH
f47fbcfd8ce24ad7c6fb6a8df61dd45d,Insecta,Coleoptera,Sphindidae,Sphindus,NA,sklearn
fad499604d4c921205434d990b67ad42,Insecta,Coleoptera,Staphylinidae,Philonthus,NA,VSEARCH
4d2c0b23abf654679d9fd390ca83990c,Insecta,Coleoptera,Staphylinidae,NA,NA,VSEARCH
45daeaea5791c12079173212797f4d47,Insecta,Coleoptera,Zopheridae,Zopherus,Zopherus sp. TX12_18.01,VSEARCH
e39de179041fc5c3d5aa19bda77346f0,Insecta,Diptera,Anisopodidae,Mycetobia,NA,VSEARCH
3b250bbdd6d39e137708e7c076d9b918,Insecta,Diptera,Anthomyiidae,Emmesomyia,NA,sklearn
d5614f7a87c58013b5b47c844b94f444,Insecta,Diptera,Anthomyiidae,Eustalomyia,NA,VSEARCH
92b09815880e3038cbc00afb1987d5a3,Insecta,Diptera,Asilidae,Cerotainia,Cerotainia macrocera,VSEARCH
a7cdc3a06ab4f7411faaf67cbffe338b,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
66d858c905e317633122b07ec950d7e8,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
6e08d35016d2d25d9ce7954a79fcc20d,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
437dcbce182008fb42cc9471bf41bb8e,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
9ac8969696c241935b09cbcf4f2ef5a7,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
49b3b30223d98d265633ff883031e0ce,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
93362c15cc8d2500cb01ab8f8405793a,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
d0025f73a745954ddcf12d9e9ac09ff3,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
3a112a26342dbb01e43e303de6985bb1,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
cf3bcee26624d455dd2d3d4f9d470ab7,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
a0af8ebf07ba2c68d82dc2e9746d0392,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
1e8bcc5cfa9a84bb6411891edbc4a467,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
e17362ad99817a19ddcd3a7fa3049942,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
c50a7728b58c4d5c07788415e91dcb5a,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
374abc94cae9e77ef837f95017237169,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
7755a875d8f7aa5b398c9d54109ac51e,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
0c76a180bbbe8bda6416ee3e8e67609a,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
a5005baabab3196ff089c3ea59801937,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
708ce6a37eacfd1180cc8d09fb7643bb,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
d42ece848961c084222e51ad4ae9bc64,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
0b551d81b3cb9500c2993fa31fd4fae9,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
38ab912b84eb5c169bd0db230a9ec3bc,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
2174f360caebd8240815a0d55ef5a13c,Insecta,Diptera,Cecidomyiidae,NA,NA,sklearn
39a53b86618f1236b0594e85a7ab8724,Insecta,Diptera,Cecidomyiidae,NA,NA,VSEARCH
53ffd7de8033c889c6466cab12758698,Insecta,Diptera,Cecidomyiidae,NA,NA,VSEARCH
0c631d5fdd8a95ba0cef364926870dfa,Insecta,Diptera,Cecidomyiidae,NA,NA,VSEARCH
b4f6629788948239982518c763b1f880,Insecta,Diptera,Cecidomyiidae,NA,NA,VSEARCH
458313c1b8a123cdea1919bb458f8bc2,Insecta,Diptera,Cecidomyiidae,NA,NA,VSEARCH
69da0eccfb8cbe5bb1103e30110a12f9,Insecta,Diptera,Cecidomyiidae,NA,NA,VSEARCH
c9627fce2acd4c4f1f957bd31d7243cc,Insecta,Diptera,Ceratopogonidae,Atrichopogon,Atrichopogon fusculus,sklearn
10c21cd709af30223081686ebf4bddd2,Insecta,Diptera,Ceratopogonidae,Bezzia,Bezzia nobilis,VSEARCH
29a836a18d194a1aeb4e027543a96fac,Insecta,Diptera,Ceratopogonidae,Bezzia,NA,sklearn
996fba25396f3d7df0398dc289925958,Insecta,Diptera,Ceratopogonidae,Bezzia,NA,VSEARCH
a033b225f7269630bf257f34875f6887,Insecta,Diptera,Ceratopogonidae,Sphaeromias,NA,sklearn
ec88e68ac40b5e4c28c4d30e051545a0,Insecta,Diptera,Ceratopogonidae,Stilobezzia,Stilobezzia antennalis,sklearn
624bab2a1c5b165e2a58831e4de3b4be,Insecta,Diptera,Ceratopogonidae,Stilobezzia,Stilobezzia antennalis,sklearn
908ad0291afff3666df5c1336853131e,Insecta,Diptera,Ceratopogonidae,Stilobezzia,Stilobezzia antennalis,sklearn
df619a20d7940f485819628bca470b0d,Insecta,Diptera,Ceratopogonidae,Stilobezzia,Stilobezzia antennalis,sklearn
c034b613fa44b050d3d1e9f758cbdec7,Insecta,Diptera,Ceratopogonidae,NA,NA,sklearn
f314462837e4131ab5753d8e9aa4b946,Insecta,Diptera,Ceratopogonidae,NA,NA,sklearn
584690960c93d3a2135b4d775c2d9bd6,Insecta,Diptera,Ceratopogonidae,NA,NA,VSEARCH
05ec695e4d5369b4fe1d390497056050,Insecta,Diptera,Ceratopogonidae,NA,NA,VSEARCH
10a4e0c743169bb7c0ed1eb548d7df9f,Insecta,Diptera,Ceratopogonidae,NA,NA,VSEARCH
7c0e42d7a2b2a35e1fd427ee68ea5712,Insecta,Diptera,Ceratopogonidae,NA,NA,VSEARCH
dcbee9f01a25b62f5a3b6cf9e040980f,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,sklearn
cf1ee4a2a4f35508084eaa2a2b93cbe6,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,sklearn
5c3474f684c3973222a987571de87d14,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,sklearn
3610b4a6703bd02e2d962143105fc352,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,sklearn
9625b34ac5696778d08b390e8120e576,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,sklearn
0871fb8fc45696ef2abe3569477afa6f,Insecta,Diptera,Chaoboridae,Chaoborus,Chaoborus punctipennis,VSEARCH
2071169dada6c4549de2232007c5446b,Insecta,Diptera,Chaoboridae,NA,NA,sklearn
6626860a94c9df8f9f897d8f8f6031c3,Insecta,Diptera,Chaoboridae,NA,NA,sklearn
6b5697590b0a94d9d5a2f860b80994fb,Insecta,Diptera,Chaoboridae,NA,NA,sklearn
174478f4bd768576a17c22bd75609720,Insecta,Diptera,Chaoboridae,NA,NA,sklearn
31ade9c99d919221be70cb7657d069e2,Insecta,Diptera,Chaoboridae,NA,NA,sklearn
93573be2063a87301a1ee63b70837ae2,Insecta,Diptera,Chaoboridae,NA,NA,VSEARCH
ed1aad37a270547a75cba148aca2723b,Insecta,Diptera,Chironomidae,Axarus,Axarus festivus,VSEARCH
95c6807c8f8cc33c9f6f3d57b76e46be,Insecta,Diptera,Chironomidae,Chironomus,Chironomus bifurcatus,VSEARCH
366edc209f8faa2d486e5a9c97314184,Insecta,Diptera,Chironomidae,Chironomus,Chironomus calligraphus,sklearn
f7f929bccb95abd7b659e378f95b8995,Insecta,Diptera,Chironomidae,Chironomus,Chironomus decorus group sp. 2 IP2013,sklearn
2932b5ff8f45ac0d2c01a88725139216,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn
811831995a41bb2b0a1f56c91cb8230f,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn
c7300801685c4fde2d3e0b05ebf8b7f8,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn
559ac7057f0b8ac4e3d0265e4be8770f,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn
de820663be1bb0e5f4b0357e7d4f1ac7,Insecta,Diptera,Chironomidae,Chironomus,NA,sklearn
f1c7baf332ebaa98a4381b5c5de74f64,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH
4765308abf16ffdeec056b10a29bc9f7,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH
89f0edba5f6bc83fa3899670dea46327,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH
a976089ffd0eeb4c1b4cf0571e63a86a,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH
990736d8f6669e3a92be77e94907a983,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH
9820dddc068ca33494135c5b6b5b2ff2,Insecta,Diptera,Chironomidae,Chironomus,NA,VSEARCH
14b6648521fe7b2b29e6ec06a6ad0cea,Insecta,Diptera,Chironomidae,Clinotanypus,NA,sklearn
0aa429e9b2213e5c60a25422f14943c0,Insecta,Diptera,Chironomidae,Coelotanypus,NA,VSEARCH
dfef803ad463f32243d32ea8045bcf09,Insecta,Diptera,Chironomidae,Cryptochironomus,NA,VSEARCH
7ae3282ccbac6ed50b3326fca4d01ab2,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes modestus,VSEARCH
3ed61680443c06eeef11f8adc6817752,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes tritomus,sklearn
c0ba00e48c1e4defb25a7f0c7ac7dc37,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes tritomus,VSEARCH
cfb09942e286f342550af126fe3101de,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,sklearn
3b61a96b081c809d4e995e1f78458d0f,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,sklearn
5cac244b7bc2b762706cf1e5898f59a9,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes meridionalis,VSEARCH
c7c0d0ed4a02a987744a5cbfd4de71b9,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,sklearn
245e5c1b29476d1958bc6c5940bfedcc,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,sklearn
9eec92f11b6bd68badaf30d80ff15baf,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,sklearn
954ba86f46a17e332fb8f7e065d5c196,Insecta,Diptera,Chironomidae,Glyptotendipes,NA,VSEARCH
123e759e444cbae85fb4ee86b641b98c,Insecta,Diptera,Chironomidae,Microtendipes,NA,sklearn
1a2b869086169af38c475f617e904051,Insecta,Diptera,Chironomidae,Parachironomus,NA,VSEARCH
ebb526be916826b4b45c38a35d0d77f1,Insecta,Diptera,Chironomidae,Phaenopsectra,NA,sklearn
82f42057eaf3b2b786881215b632acf4,Insecta,Diptera,Chironomidae,Phaenopsectra,NA,sklearn
8f889c09504a92e04aa8e98c545a1432,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum convictum,sklearn
953df0032023bb5315ce084def3b5dbf,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum convictum,sklearn
ca59403e2e042804059b2b4f3da96aae,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum convictum,VSEARCH
b5b5085c1b27773392572a51db8c1879,Insecta,Diptera,Chironomidae,Polypedilum,NA,sklearn
b661f9e3d08ef368d8272ba6b1183040,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH
9b1e17dc0e310f62456244825b94cb2b,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH
dd282b616ffd8c3589b1b301db1d0d3c,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH
f1941a55ed7b322661d71357706c2676,Insecta,Diptera,Chironomidae,Polypedilum,NA,VSEARCH
c15965caffea20beeb3ceba247dd918b,Insecta,Diptera,Chironomidae,Procladius,Procladius bellus,sklearn
4a664de4cc2f7e8868360605a62bba0b,Insecta,Diptera,Chironomidae,Procladius,NA,sklearn
4716b11852eb235e64ff1b78f8d41c32,Insecta,Diptera,Chironomidae,Procladius,NA,sklearn
985a235d142db210142876819b71e12e,Insecta,Diptera,Chironomidae,Procladius,NA,VSEARCH
a120f0ff0012a93df85e55847fe76ed7,Insecta,Diptera,Chironomidae,Procladius,NA,VSEARCH
1b1fa278d441295f636e20cb36d19fe3,Insecta,Diptera,Chironomidae,Procladius,NA,VSEARCH
d15c748f357b1c9f514bb9a1fe65acc6,Insecta,Diptera,Chironomidae,Procladius,NA,VSEARCH
3a8edb64c8e31c4e5d62a893b7ecf0d2,Insecta,Diptera,Chironomidae,Pseudochironomus,NA,VSEARCH
129ed634f369d5e7ffe8edccf092a69f,Insecta,Diptera,Chironomidae,Tanypus,NA,VSEARCH
d3d550dd2f350fb74acf0c14368a56a3,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus guerlus,VSEARCH
11d36e94af6ee244bd6eaffc1aab44b2,Insecta,Diptera,Chironomidae,Tanytarsus,NA,VSEARCH
a263902ac5b853857b3abd5e25cbda4c,Insecta,Diptera,Chironomidae,Tanytarsus,NA,VSEARCH
9238b44c34d35aca831e515d9555e585,Insecta,Diptera,Chironomidae,Tribelos,NA,VSEARCH
ba8f56cbd873e1a92591fe6cfccc22f5,Insecta,Diptera,Chironomidae,Xenochironomus,Xenochironomus xenolabis,VSEARCH
35192b3b8fe473566835fe2b1547c195,Insecta,Diptera,Chironomidae,NA,NA,sklearn
e91ea5dda5006d199b95084588dd6c78,Insecta,Diptera,Chironomidae,NA,NA,sklearn
40f80aff6a19b2304a0d0bf6988ca8f1,Insecta,Diptera,Chironomidae,NA,NA,sklearn
687fd147469d34d3021ec8bf1b205add,Insecta,Diptera,Chironomidae,NA,NA,sklearn
bd821c968f0fb233c8aaeec0813760e2,Insecta,Diptera,Chironomidae,NA,NA,sklearn
5c6247e44c550aebb963d84011671266,Insecta,Diptera,Chironomidae,NA,NA,sklearn
bfac75401a684fabd74a3b7a4bb49ac9,Insecta,Diptera,Chironomidae,NA,NA,sklearn
093ed02ad8458522172724ba59f561db,Insecta,Diptera,Chironomidae,NA,NA,sklearn
8a294085e9a20dd22607fa6c64681999,Insecta,Diptera,Chironomidae,NA,NA,sklearn
1351291e85fddedd6f274098d8131237,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
c1b305dcd78bb77c09ff85032e57f691,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
0b17ce4502ca2ba4c4840a47164af09e,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
3d371559f5aaa973177179b700eee14c,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
45778ac90edf31b84722f28f67462afd,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
c59176eb214ce83652e640fa9c11b336,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
9462c79aabbcf12b56eebb314a355548,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
ae9fbeaa5a2cf14cf2cfd496fcf8d724,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
18f863070e9e77767407b64179be1be0,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
aa5f7208c12caec6e2fde2c79e4fea96,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
10eb0f0713d0d385f0e59085efa53895,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
8ef43d5dd7dcc59193ebe7ba141f4f91,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
120d4f5d36feb19306494b0f74153455,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
bd1f0a535e950b3ef80dee8ab7df1b5b,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
f99b30316083da7d402876870334566f,Insecta,Diptera,Chironomidae,NA,NA,VSEARCH
4777b5d503196755ea21cbff0b415f71,Insecta,Diptera,Chloropidae,Chaetochlorops,Chaetochlorops inquilinus,sklearn
f810ef611e160eb726059e1a6015c777,Insecta,Diptera,Chloropidae,Chlorops,NA,VSEARCH
15a041e2e862cf549daffdc0832c6319,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala lachnosternum,sklearn
bf45cba7f879b42edc767de5251c5cb8,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala latifrons,VSEARCH
90e92096a0ca810069a24a7fa1c5212c,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala setipes,sklearn
62c7adc24836113a910d3f5f65dc163b,Insecta,Diptera,Clusiidae,Sobarocephala,Sobarocephala setipes,VSEARCH
6b9f06f69a3202063596119624212499,Insecta,Diptera,Clusiidae,Sobarocephala,NA,sklearn
9b6647d2196c79926cdc25938606c62e,Insecta,Diptera,Culicidae,Aedes,Aedes atlanticus,VSEARCH
403e524fd388b980ecca4258c2b489ed,Insecta,Diptera,Culicidae,Aedes,Aedes canadensis,sklearn
fc21d4887a549ff141b8106d9fb9ef36,Insecta,Diptera,Culicidae,Aedes,Aedes hendersoni,sklearn
063a023e43f351e3bfeae136d8ab13c5,Insecta,Diptera,Culicidae,Aedes,Aedes hendersoni,VSEARCH
8d1fd713f24b13f91ac9b2666a34c071,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,sklearn
add49ccb99124aec7ffe5d336f1fbfe3,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,sklearn
58503646ba1f8026aeb18d2bb5a759b5,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,sklearn
7a32525674f58041551d0f7bd022ea39,Insecta,Diptera,Culicidae,Anopheles,Anopheles crucians,VSEARCH
c690eef6449dae66a873e8cd584fe8ac,Insecta,Diptera,Culicidae,Anopheles,Anopheles punctipennis,VSEARCH
3430ee93c6acd9e640afb8e872589337,Insecta,Diptera,Culicidae,Anopheles,Anopheles quadrimaculatus,sklearn
23524d391fb4b37461c8451d5595911b,Insecta,Diptera,Culicidae,Anopheles,Anopheles walkeri,sklearn
c47031a4693ba9522a2afac2473258de,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn
8b87140375f2616552601584fff7538d,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn
1f128faa6aa430d55038556104c55961,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn
8ee46706da70e45f498e577838501749,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn
cc714c6ea3bca64a75f221af85574c44,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn
1633335fa8cee799c7007f0bb8086f19,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,sklearn
4d6844e2e1aaa41f64bbcee1d9dea924,Insecta,Diptera,Culicidae,Coquillettidia,Coquillettidia perturbans,VSEARCH
5ecd38c30c967f74b2461b3c6b93168b,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
8d70d9730c7c5dc1420c04ea31555cfc,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
d89a63894cc3f5d286103617a358570e,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
babe4032baf5cdbd2667b116d73cef02,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
5b63139383a9ec398bfa2c719e23963a,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
39ac9ff798ac138cc9caea144a06e8bd,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
4b0a83b39b03894b65ad026a6d06e5c2,Insecta,Diptera,Culicidae,Culex,Culex erraticus,sklearn
6a5c7f2f53495aec6dc9eea864305059,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH
6868fa68c66d6b641ff8d94e83b79372,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH
a07997c1a5b848bfff2582438b95f002,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH
6e28a3385fd5177d4fdb41586a1a8943,Insecta,Diptera,Culicidae,Culex,Culex erraticus,VSEARCH
e29657714bcbfd64965273dfb0b902fd,Insecta,Diptera,Culicidae,Culex,Culex salinarius,VSEARCH
94cac66ecd39a4d5332e6a65750d9719,Insecta,Diptera,Culicidae,Culex,Culex territans,VSEARCH
f45745e55bc8dbaa304d22a3269bfb63,Insecta,Diptera,Culicidae,Culex,Culex territans,VSEARCH
8191a93f1a5a8cdde8cda9f673a3de40,Insecta,Diptera,Culicidae,Culex,NA,sklearn
bbc4f401e3a656b5977f69d6294b26ae,Insecta,Diptera,Culicidae,Culex,NA,sklearn
f59e61c9a39b49c3642137ae35a99a0b,Insecta,Diptera,Culicidae,Culex,NA,sklearn
2145ec0e90970b5c69e58a487b0fee69,Insecta,Diptera,Culicidae,Culex,NA,sklearn
437917de39db8e17bcb9b8b004698e65,Insecta,Diptera,Culicidae,Culex,NA,sklearn
f99b7d6db1594b2f69140a3b27950135,Insecta,Diptera,Culicidae,Culiseta,Culiseta melanura,VSEARCH
72fb8897840496cba648897e9c809346,Insecta,Diptera,Culicidae,Orthopodomyia,Orthopodomyia signifera,sklearn
299130f1da978a008948ec4a58aad90f,Insecta,Diptera,Culicidae,Orthopodomyia,Orthopodomyia signifera,VSEARCH
3671ba09948e1f3907e2d56d857b105d,Insecta,Diptera,Culicidae,Orthopodomyia,Orthopodomyia signifera,VSEARCH
657fcce7241cb020eb4f535d17009c1a,Insecta,Diptera,Culicidae,Psorophora,Psorophora ciliata,VSEARCH
e15186a1cf71acadc1642e5e01f6a359,Insecta,Diptera,Culicidae,Psorophora,Psorophora columbiae,VSEARCH
23c439f50caa659bb3b6d19b69bda39f,Insecta,Diptera,Culicidae,Psorophora,Psorophora ferox,VSEARCH
42b8d3622ead8d82f4e0e503d08b84ca,Insecta,Diptera,Culicidae,Psorophora,Psorophora howardii,VSEARCH
85a8af7dc2575af9711ff1e1b39205d3,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,sklearn
2a234ee29d4fb6d2ed0453a965fce809,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,sklearn
2066a2ef9e7c8048b1af441a0d9614b1,Insecta,Diptera,Culicidae,Uranotaenia,Uranotaenia sapphirina,VSEARCH
67478f80eea666bca6afaf865862efe4,Insecta,Diptera,Culicidae,NA,NA,sklearn
ebb53584f837c71a49b43b7b757d2495,Insecta,Diptera,Culicidae,NA,NA,sklearn
106866132fd52b9d5c96c38bde87c51f,Insecta,Diptera,Culicidae,NA,NA,VSEARCH
43dcc5a07f9d10fdd355a358de425469,Insecta,Diptera,Culicidae,NA,NA,VSEARCH
154245fda1eade3340224209c85cb24c,Insecta,Diptera,Culicidae,NA,NA,VSEARCH
d9689cfa9eb9a574a757b695383d40f5,Insecta,Diptera,Culicidae,NA,NA,VSEARCH
56af3ea37fb1d6c9ca63b9ebef744fba,Insecta,Diptera,Dolichopodidae,Dolichopus,NA,sklearn
028de64499b67d80a572f86a85dd9955,Insecta,Diptera,Dolichopodidae,Dolichopus,NA,sklearn
78706ba624c5dfb03f1893c785c08f6e,Insecta,Diptera,Dolichopodidae,Gymnopternus,Gymnopternus vockerothi,sklearn
a02de0354d77343fb37b859c6060f08c,Insecta,Diptera,Dolichopodidae,NA,NA,sklearn
7c23eb81bb14b6c484061b072c6b6af1,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH
f449564e1a032502cb3cd473f03aaa9f,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH
24e7d3f659f8cd82c38b3a964891fe88,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH
1deb36f3df2a9e599aa4428e21d40371,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH
1160080909dfa58494a255a44b8a08a4,Insecta,Diptera,Dolichopodidae,NA,NA,VSEARCH
bd1f1a71d7fb78f76193ba2087569c59,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,VSEARCH
13066b8607fec8897c48597a7be9797d,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila tripunctata,sklearn
d2b3d42218f169c650b06b929685dcee,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila tripunctata,VSEARCH
1470bf318a4a113091bff81410e4a084,Insecta,Diptera,Drosophilidae,Leucophenga,Leucophenga varia,sklearn
74931840f9f3047a87dee266b058af2f,Insecta,Diptera,Drosophilidae,Scaptomyza,NA,VSEARCH
